exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
deRelatieveBijzin_14	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ze ruimen de kleurpotloden altijd netjes op (ze hebben met die kleurpotloden getekend) ---> Ze ruimen de kleurpotloden __________ , altijd netjes op.	Ze ruimen de kleurpotloden, waarme ze hebben getekend, altijd netjes op.	Ze ruimen de kleurpotloden waarmee ze hebben getekend, altijd netjes op.	NL_2	True	N/A
deRelatieveBijzin_14	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ze ruimen de kleurpotloden altijd netjes op (ze hebben met die kleurpotloden getekend) ---> Ze ruimen de kleurpotloden __________ , altijd netjes op.	Ze ruimen de kleurpotloden, waarme ze hebben getekend, altijd netjes op.	Ze ruimen de kleurpotloden, met ze getekend hebben, altijd netjes op.	NL_3	False	['met | waarmee']
deRelatieveBijzin_14	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ze ruimen de kleurpotloden altijd netjes op (ze hebben met die kleurpotloden getekend) ---> Ze ruimen de kleurpotloden __________ , altijd netjes op.	Ze ruimen de kleurpotloden, waarme ze hebben getekend, altijd netjes op.	Ze ruimen de kleurpotloden waarmee ze hebben getekend, altijd netjes op.	NL_4	True	N/A
deRelatieveBijzin_14	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ze ruimen de kleurpotloden altijd netjes op (ze hebben met die kleurpotloden getekend) ---> Ze ruimen de kleurpotloden __________ , altijd netjes op.	Ze ruimen de kleurpotloden, waarme ze hebben getekend, altijd netjes op.	Ze ruimen de kleurpotloden, waarmee ze hebben getekend, altijd netjes op.	NL_5	True	N/A
deRelatieveBijzin_15	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Kaartspelen is een leuke hobby. (je kan die hobby overal doen en je hebt niet veel plaats nodig voor die hobby) ---> Kaartspelen is een leuke hobby __________ en __________ .	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	Kaartspelen is een leuke hobby waarvoor je niet veel plaats nodig hebt en wat je overal kan doen.	NL_1	False	['wat | die']
deRelatieveBijzin_15	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Kaartspelen is een leuke hobby. (je kan die hobby overal doen en je hebt niet veel plaats nodig voor die hobby) ---> Kaartspelen is een leuke hobby __________ en __________ .	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	NL_2	True	N/A
deRelatieveBijzin_15	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Kaartspelen is een leuke hobby. (je kan die hobby overal doen en je hebt niet veel plaats nodig voor die hobby) ---> Kaartspelen is een leuke hobby __________ en __________ .	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	Kaartspelen is een leuke hobby die je overal kan doen en voor je niet veel plaats nodig hebt.	NL_3	False	['voor | waarvoor']
deRelatieveBijzin_15	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Kaartspelen is een leuke hobby. (je kan die hobby overal doen en je hebt niet veel plaats nodig voor die hobby) ---> Kaartspelen is een leuke hobby __________ en __________ .	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	Kaartspelen is een leuke hobby die je overal kan doen en niet veel plaats nodig voor hebt.	NL_4	False	['niet veel plaats nodig voor hebt | waarvoor je niet veel plaats nodig hebt']
deRelatieveBijzin_15	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Kaartspelen is een leuke hobby. (je kan die hobby overal doen en je hebt niet veel plaats nodig voor die hobby) ---> Kaartspelen is een leuke hobby __________ en __________ .	Kaartspelen is een leuke hobby die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	Kaartspelen is een leuke hobby, die je overal kan doen en waarvoor je niet veel plaats nodig hebt.	NL_5	True	N/A
deRelatieveBijzin_16	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Lego is een spel. (kinderen kunnen zich goed met dit spel amuseren) ---> Lego is een spel __________ .	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	NL_1	True	N/A
deRelatieveBijzin_16	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Lego is een spel. (kinderen kunnen zich goed met dit spel amuseren) ---> Lego is een spel __________ .	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	Lego is een spel waarme kinderen zich goed kunnen amuseren.	NL_2	False	['waarme | waarmee']
deRelatieveBijzin_16	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Lego is een spel. (kinderen kunnen zich goed met dit spel amuseren) ---> Lego is een spel __________ .	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	Lego is een spel met kinderen kunnen zich goed amuseren.	NL_3	False	['met | waarmee']
deRelatieveBijzin_16	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Lego is een spel. (kinderen kunnen zich goed met dit spel amuseren) ---> Lego is een spel __________ .	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	NL_4	True	N/A
deRelatieveBijzin_16	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Lego is een spel. (kinderen kunnen zich goed met dit spel amuseren) ---> Lego is een spel __________ .	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	Lego is een spel waarmee kinderen zich goed kunnen amuseren.	NL_5	True	N/A
deRelatieveBijzin_17	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Heb je zin om deel te nemen aan de quiz? (onze klas organiseert de quiz) ---> Heb je zin om deel te nemen __________ ?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	NL_1	True	N/A
deRelatieveBijzin_17	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Heb je zin om deel te nemen aan de quiz? (onze klas organiseert de quiz) ---> Heb je zin om deel te nemen __________ ?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	NL_2	True	N/A
deRelatieveBijzin_17	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Heb je zin om deel te nemen aan de quiz? (onze klas organiseert de quiz) ---> Heb je zin om deel te nemen __________ ?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	NL_3	True	N/A
deRelatieveBijzin_17	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Heb je zin om deel te nemen aan de quiz? (onze klas organiseert de quiz) ---> Heb je zin om deel te nemen __________ ?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	NL_4	True	N/A
deRelatieveBijzin_17	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Heb je zin om deel te nemen aan de quiz? (onze klas organiseert de quiz) ---> Heb je zin om deel te nemen __________ ?	Heb je zin om deel te nemen aan de quiz die onze klas organiseert?	Heb je zin om deel te nemen aan de quiz, die onze klas organiseert?	NL_5	True	N/A
deRelatieveBijzin_18	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Ik ben iemand __________ .	Ik ben iemand die graag liedjes zingt.	Ik ben iemand die graag koffie drinkt.	NL_1	True	N/A
deRelatieveBijzin_18	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Ik ben iemand __________ .	Ik ben iemand die graag liedjes zingt.	Ik ben iemand met wie je vertrouwen kan.	NL_2	False	['met wie je vertrouwen kan | die je kan vertrouwen']
deRelatieveBijzin_18	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Ik ben iemand __________ .	Ik ben iemand die graag liedjes zingt.	Ik ben iemand die meer Nederlands zou moeten studeren.	NL_3	True	N/A
deRelatieveBijzin_18	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Ik ben iemand __________ .	Ik ben iemand die graag liedjes zingt.	Ik ben iemand die niet rookt.	NL_4	True	N/A
deRelatieveBijzin_18	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Ik ben iemand __________ .	Ik ben iemand die graag liedjes zingt.	Ik ben iemand die graag op reis gaat.	NL_5	True	N/A
deRelatieveBijzin_19	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Dansen is iets __________ .	Dansen is iets wat ik niet zo graag doe.	Dansen is iets dat leuk is om te doen.	NL_1	False	['dat | wat']
deRelatieveBijzin_19	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Dansen is iets __________ .	Dansen is iets wat ik niet zo graag doe.	Dansen is iets wat ik niet spannend vind.	NL_2	True	N/A
deRelatieveBijzin_19	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Dansen is iets __________ .	Dansen is iets wat ik niet zo graag doe.	Dansen is iets dat Emma spontaan kan doen.	NL_3	False	['dat | wat']
deRelatieveBijzin_19	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Dansen is iets __________ .	Dansen is iets wat ik niet zo graag doe.	Dansen is iets dat je als hobby kan doen.	NL_4	False	['dat | wat']
deRelatieveBijzin_19	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Dansen is iets __________ .	Dansen is iets wat ik niet zo graag doe.	Dansen is iets dat je kan doen om de stres van je werk te vergeten.	NL_5	False	['dat | wat', 'stres | stress']
deRelatieveBijzin_20	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	De sport __________ ik het liefst doe, __________ .	De sport die ik het liefste doe, is lacrosse.	De sport dat ik het liefste doe, is volleyball.	NL_1	False	['dat | die']
deRelatieveBijzin_20	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	De sport __________ ik het liefst doe, __________ .	De sport die ik het liefste doe, is lacrosse.	De sport die ik het liefst doe, is volleybal.	NL_2	True	N/A
deRelatieveBijzin_20	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	De sport __________ ik het liefst doe, __________ .	De sport die ik het liefste doe, is lacrosse.	De sport die ik het liefst doe, is tennis.	NL_3	True	N/A
deRelatieveBijzin_20	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	De sport __________ ik het liefst doe, __________ .	De sport die ik het liefste doe, is lacrosse.	De sport die ik het liefst doe, is basketbal.	NL_4	True	N/A
deRelatieveBijzin_20	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	De sport __________ ik het liefst doe, __________ .	De sport die ik het liefste doe, is lacrosse.	De sport die ik het liefst doe, is volleybal.	NL_5	True	N/A
deRelatieveBijzin_21	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Kinderen houden meestal van een hobby __________ .	Kinderen houden meestal van een hobby waarbij ze buiten kunnen spelen.	Kinderen houden meestal van een hobby dat ze kunnen samen doen.	NL_1	False	['dat | die']
deRelatieveBijzin_21	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Kinderen houden meestal van een hobby __________ .	Kinderen houden meestal van een hobby waarbij ze buiten kunnen spelen.	Kinderen houden meestal van een hobby die buiten in de tuin is.	NL_2	True	N/A
deRelatieveBijzin_21	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Kinderen houden meestal van een hobby __________ .	Kinderen houden meestal van een hobby waarbij ze buiten kunnen spelen.	Kinderen houden meestal van een hobby die veel energie hun geeft.	NL_3	False	['veel energie hun | hun veel energie']
deRelatieveBijzin_21	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Kinderen houden meestal van een hobby __________ .	Kinderen houden meestal van een hobby waarbij ze buiten kunnen spelen.	Kinderen houden meestal van een hobby waarmee ze zich goed kan amuseren.	NL_4	False	['kan | kunnen']
deRelatieveBijzin_21	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Kinderen houden meestal van een hobby __________ .	Kinderen houden meestal van een hobby waarbij ze buiten kunnen spelen.	Kinderen houden meestal van een hobby die ze samen met hun vrienden kunnen doen.	NL_5	True	N/A
deRelatieveBijzin_22	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Als je ouder bent, zoek je het best een hobby __________ .	Als je ouder bent, zoek je het best een hobby waarvoor je geen lange inspanningen hoeft te leveren.	Als je ouder bent, zoek je het best een hobby dat je alleen kan doen.	NL_1	False	['dat | die']
deRelatieveBijzin_22	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Als je ouder bent, zoek je het best een hobby __________ .	Als je ouder bent, zoek je het best een hobby waarvoor je geen lange inspanningen hoeft te leveren.	Als je ouder bent, zoek je het best een hobby waarmee je ook nieuwe vrienden kan ontmoeten.	NL_2	True	N/A
deRelatieveBijzin_22	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Als je ouder bent, zoek je het best een hobby __________ .	Als je ouder bent, zoek je het best een hobby waarvoor je geen lange inspanningen hoeft te leveren.	Als je ouder bent, zoek je het best een hobby die je laat relaxeren.	NL_3	True	N/A
deRelatieveBijzin_22	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Als je ouder bent, zoek je het best een hobby __________ .	Als je ouder bent, zoek je het best een hobby waarvoor je geen lange inspanningen hoeft te leveren.	Als je ouder bent, zoek je het best een hobby die niet veel beweging vereist.	NL_4	True	N/A
deRelatieveBijzin_22	rephrase	Vul de zin aan met een relatief pronomen en een stuk inhoud naar keuze.	Als je ouder bent, zoek je het best een hobby __________ .	Als je ouder bent, zoek je het best een hobby waarvoor je geen lange inspanningen hoeft te leveren.	Als je ouder bent, zoek je het best een hobby die een tegengewicht voor je werk kan zijn.	NL_5	True	N/A
deRelatieveBijzin_23.1	gapFilling	Kan je raden waarover het gaat? Vul het relatief pronomen in.	Het is een hobby <gap> je een boek nodig hebt of een e-reader. Het is een hobby die je overal kan doen. Thuis, op de trein, in het park, ...	waarvoor	waarvoor	NL_1	True	N/A
deRelatieveBijzin_23.1	gapFilling	Kan je raden waarover het gaat? Vul het relatief pronomen in.	Het is een hobby <gap> je een boek nodig hebt of een e-reader. Het is een hobby die je overal kan doen. Thuis, op de trein, in het park, ...	waarvoor	waarvoor	NL_2	True	N/A
